Emotion,Text
anger,Mrs Rosenbloom nearly always found out about it and she would be mad that he had taken me from my work with the children . 
worry,@pkBLGdonahue he's not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!
sadness,Wishin I was goin duck huntin In the morning and not taking an algebra exam! 
joy,"A friend said : ` Joan is thrilled Katy has found such a nice chap . "" "
worry,@miabatsoy awww...i hope you'd be well na sis....it's so disgusting to be sick  better take the rest that you need...charge up...mwah!
neutral, OK . 
fear,"When I was a child, one day, I was going home late at night and I did not notice an uncovered man hole and fell in it.  I was in there for several minutes."
worry,wonders why am I so clumsy lately?  http://plurk.com/p/x28ka
anger,"The bull tossed the effigy out of their hands and became very infuriated . "" "
sadness,@ItsLaneyJ Oh yeah. I have played condemned. Less crack head? Damn. I like crack. 
worry,@seth_cohen I am lost. Please help me find a good home.
sadness,@aserenitatum woke up afer an hour and a half of sleeping... My clock is messed up 
love,"@sweetangieollie ooh a storm, that's always welcome news  Happy Mothers Day!"
worry,@nkotblorib Nothing definite yet..and the show is in a week   I may just be resorted to giving them away
joy, Let's go and try now ! 
neutral," Oh , no . I couldn ’ t possibly . "
surprise,New Christmas music book? My favoriteeeee! #thanksdaddy
worry,off to friendss for theree birthdayy.  X
anger,"Darling Bob , don't be cross if I haven't got it right , but is it one of your beloved American writers ? "
fear,Sumtimes d fear of being jobless after school gives me the creeps!     of an undergraduate
worry,&quot
joy,When I was told that I could take a week off and go for a trip with my friends.
fear, But I get scared the moment I see a needle . How could I stand having needles in my body for hours on end ? 
joy,"... I've been tweeting it up all day, I hope I've made you very happy Twitter. "
sadness,Finally put the miata on the lot for sale 
neutral, Yes . 
worry,@Pappy60 Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead
love,@katyperry it's Under a Honeymoon by The Good Life
worry,i need people to talk to me please im very bored  x  follow me!
joy,Did you bust out some beautiful rose clothing for Gaudete Sunday?   
joy,Working 4 til close tonightttt . Hopefully it'll go fast and not be too bad!!! #anxiety
worry,@DavidArchie Did you end up finding something good and cheap for breakfast?
worry,The cats are gone. All 3 of them.
sadness,been awake since 4:30am. too tired for black friday fun. 
joy,"Counting up all the money from mallin to misen, looking pretty good :D apparently they're doing a big presentation "
surprise,We have something super exciting in store for you for the  season! Any guesses? Wishes? 
worry,@allisonlodato YES PLEASEEEEE. i miss you  ps i'm bouts to text you
fear,"@fmpundit, i will play in 4º Wales division, "
fear,Why is it so easy to like someone &amp; so difficult to tell em about it? 
worry,@ajandtjsmommy im sorry
anger,"IN East Germany two men , formerly regarded as untouchable pillars of the old regime , have , rightly or wrongly , become the focus of over-zealous and sometimes bizarre persecution by the legal authorities and an indignant public . "
fear,Hate driving next to 18 Wheelers. Heart starts pounding through my chest every time. 
surprise,"@art2gee  @kulula #SAA Kulula, it's time to realise your best is just not good enough. @KelliDeeLunsky"
joy,I will never be perfect while I live on this earth. Never. Until the day I meet you Face to face. 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less” AMEN"
joy,"Home alone, working on my research paper. "
joy,"You know that feeling when you make the turn for home and your legs tell your brain to shut up, and you just run? Bc you love to run. "
surprise,"That Nigga Use 2 Send Me Ah Picture Of His Dick Everyday, "
love,@rcf89 you have GH:WT? i hate you! i &quot
fear,@Nonosamuse il y a donc encore des digital natives qui ne connaissent pas twitter ? 
surprise,@handhat no it's chicken - and bacon. So kind of pork. And Brie 
worry,Just chillin at home
fear,"I have climbed it from all sides , every time making new discoveries , finding new surprises and delights and , let me confess , secret places from which I have recoiled in horror . "
worry,so sleepy! boyfriend's leaving for the weekend
anger,"How mad we 've been , Lyn . "
worry,"@herecomesdomzi and what about me, huh? I'm crying. Did U forget me?"
sadness,depressed that i missing the AMAs :( stop tweeting @kingsleyyy you're making things worse with your necessary commentary 
anger, But how guilty to waste food ! 
joy,Always a good thing when your plane has to be towed off the Tarmac back to the gate.... #thisisgoingtobealongnight
sadness,Damn nobody showed me any love today 
fear,They probably don't realise it but that was the closest they have ever been to death @WillCon1Way #DIZZY
worry,"@David_Henrie oh my god, yeah! that cake looks delish! i hope you shared it! haha."
love,"@steph1985 Bye  Btw, you like Simple Plan, Hoobastank, Bon Jovi, Linkin Park TOO? I love them !!!"
worry,didn't get to see his movie!
anger,That moment of when your teachers want you to act like an adult but your not allowed to go to the bathroom #stupid
worry,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be &gt
joy,Working on black Friday 
sadness,"I feel very miserable . I took the death of my wife very hard , you know . "
surprise,jk no nap for me. found out I have a project due in 30 minutes I forgot about... #yay
joy,Excited for this mornings baptizimal service ! 18 people comitting their lives to Christ ! 
love,just noticed that two of the top ten topics on Twitter right now is &quot
joy, Hobbies are never too late to learn . They offer a variety of classes at the local community college . You should look into it . 
love,@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!
joy,@dhuds92 can't wait for our post-finals lunch date next week 
worry,"This really sucks, I'm supposed to be home in a couple of days and I'm not  I hate borders and visa's."
worry,@JayFmOnline i hope so. i really need one! we'll see. unfortunately drama always finds me.
anger,"In England wild storms swept the country , and commuters were infuriated and inconvenienced by the ASLEF dispute . "
fear,.. I pop bottles cause I bottle my Emotions ... at least I put it all in the open ... 
neutral, I'm not . 
worry,I've gotten a cold every time I've flown somewhere 6+ hrs away in the past year.  Hope to be back in the pool/on the bike next week.
anger,Worst part of setting up a desktop in a house you don't know is THAT THE PEOPLE DON'T SAY IF THEY HAVE A MODEM OR NOT!! FAIL!!!! 
sadness,@arianaran wanna call me you broken girl! But are those guess jeanns that ripped 
surprise,even gedicht uittypen en dan klaar voor dansen en school 
joy,Ok done some homework...now of to the gym and im returning to homework and cleaning 
fear,My sippin and thuggin level is off the charts right now. Patrons at dawns are whispering about me. #nohope
sadness,"Sometimes I wish I did bang with ppl in my town 4 times like this; some real, true friends but I dont "
worry,In bed can't sleep .... Something is missing.....
joy,One scatters a hundred griefs.. Chinese Proverb
joy,Getting a good mark for a subject I had worked hard at but expected only a moderate mark.
neutral, I got it . Do you pay for the programs ? 
joy,"Incredible week ahead: Shostakovitch world premiere with Peter Sellars, @esapekkasalonen and the @LAPhil. Also, LA weather. "
joy,Really looking forward to the Christmas play at @ChurchoftheRez on Saturday and worship at @Rezdowntown on Sunday! 
worry,"@NickyDiamonds  haha I do, lake show will prob win. But I learned my lesson from my 18-1 pats"
neutral, Is it full ? 
anger, I'm being attacked by hordes of cockroaches ! 
joy,Today has been so off. Time to work in crutches tomorrow 
joy,"@MissKt111 noooo, think we can safely say its over and out till tomorrow "
worry,"@shakeyz09 so I take it, it wasn't the best weekend?"
worry,Its so hot here
love,no school today! that's greeeeeat!
fear,Giving this a try.. No owl lamp #sleeptweet
neutral," Actually , the business trip itself was very successful . We arrived on time , we had nice conversations and we settled some important issues for the next year . "
worry,"got up at 8 today, and also misses his friend @danceashleylove"
sadness,"Said jeans were sighed over, admired, sighed over again, smoothed, admired, sighed over and finally thrown into the Goodwill pile. "
sadness,@StarbucksCard what happens if you pay with your card but there's no balance left. then you pay with cash or whatever... no stars?! 
sadness, I'm sorry to have made you disappointed . 
neutral,Hello ? 
joy,(MIRACLE SCRIPTURE 700 B.C.) Behold the virgin shall conceive &amp; bear a Son &amp; shall call His name Immanuel  Is 7:14    
fear,When my mother was seriously ill and had to be admitted to the hospital.
surprise,Confess I was about to don a tin hat and say Dzeko is the new Kolorov (not in a good way).  God city I loveU
fear,In the real sense of the word I experienced fear in my first months in the army. During my first night of duty. The cause for all this was a bear. I became panic sticken (may be for the first time) and even forgot that I had a gun.
worry,Last day at work...Sick to the bone
worry,Has that sinking feeling that it's all about to go t*ts up.....bracing myself for the comedown
anger," I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone . "
fear,"@DrAttai Don't know many who can take a cancer diagnosis lightly, too much #uncertainty #anxiety #bcsm"
sadness,"&quot;@JenBunny1985: I have nothing against ugly people, just ugly people who call other people ugly...that's just ridiculous&quot;&lt;"
surprise,Never knew HARVARD college Basketball would be Ranked in top 25 big 
sadness,I hate going to sleep now. Dreaming is no longer a wonderful experience. I wake up in tears. 
sadness,"Saying that exams are next week, I dub this Friday useless and will officially be no fun.  "
joy,"Yay! @ChelseaSettles is staying in Cali! So season 2 is on the horizon, I presume. "
worry,Sad to be leaving so soon
sadness,I miss Harry Potter. :( 
worry,@Skedaddles that is very true..
joy,"LORD, fill your people with laughter &amp; this day.  In your presence is fullness of JOY!"
surprise,@jager_pleass Erm the elastic one is a man... That's probably not a vagina! 
neutral,Excuse me . 
joy,Cry If You Need To But I Cant Stay To Watch You 
anger, Yeah you are right . This office is falling apart ! Frank told me the other day that the gutters outside were clogged and that ’ s why the parking lot was flooded . 
love,@mini_ritz thnx sweetie  how r u this evening? xo
love,Just spent the last two hours playing L4D with babe  Had HELLA fun. I love him &lt
worry,"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships"
surprise,@LYONS_head when Matilda shoots the carrot into her brothers mouth 
worry,"It is really hot now. I have shorts on and plenty of factor 20! No fish caught yet, they may be spawning"
joy,"Abundance is: seeing lots and lots of family, eat lots of delicious food, see many beautiful places repeatedly over the last four days. "
sadness,Can't you see how this is killing me inside. I love you too much and I still do/: 
worry,Feeling like crap sucks.
worry,My computer is broken
joy," August bride . How nice ! By the way , who is going to be the matron of honor ? "
anger,"` I think your friend Billy and his fellow commandos were a bit peeved to find themselves here after the horse had bolted , so to speak . "" "
joy,So cute ☺ RT @Bonang_M: My honey's birthday in 5 days... ♥ 
anger,Duncan could imagine their anger at being forced into another emergency manoeuvre . 
fear,"Dear herald sun, boat people are not &quot;flooding our suburbs&quot;. 100 a month Aus wide is a drip in an ocean   "
neutral, Bye ! 
joy,This beat deserves Hennessy a bad bitch and a bag of weed the holy trinity.....
fear,When a good friend of me told me one evening that she didn't want to live anymore.
love,@ArthurFontes check out review for the movie Fighting - http://bit.ly/Fle9j Hilarious!! leave this guy a comment!
worry,put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they'll still b good
joy,"@Jordansblog Please  @Crds4HosptlKids, a charitable organization that gives sick kids across America  &amp; #MAGIC through cards!"
anger,How big the wave or a ripple depends on the size of substance u throw into a still pond 
surprise,so i been natural since march. but my hubby is in the field and im going home for Christmas....so i relaxed my hair! 
worry,"@prd3000 Also, I am technologically challenged and have a cell phone that only makes phone calls.  Can't #tweetb4Ueat"
surprise,So excited to give  their present for Christmas.   
surprise,@EmmA_rOOnEy15  welcome to St.johns where Jesus is our main priority we can set you up with your unexpected soulmate..
fear,is pain arising from the anticipation of evil. ~ Aristotle via @AncientProverbs #in
joy,««« Happy thoughts cuz ima happy person!! :D cant touch this 
worry,Been 2 years and m still devistated that they knocked down my old primary school
worry,"Baby baby, it's gonna be all right when I'm by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs"
love,@halian: Happy Mother's day to my Mother. Thank you for being such an awesome mother
worry,@SPAMponesALL I have to work  but I'll just watch it later.. even though it's not the same.
neutral, We don't . 
fear," Cindy , I'm scared . "
fear,@La_Molte Tu peux développer le &quot;et tout...&quot; (il doit me rester des adidas montantes quelque part sinon)
joy,"For the next 6 months, all im going to be having is crangrape, gatorade, water, salad &amp; pasta "
joy,I am pleased that they have responded very positively . 
love,My mom was happy with my present  yayy
anger," He treats everyone pretty poorly , but the way he treats me really takes the cake ! "
sadness,What happen to society? People do the worst things just to see someone fall in pieces or even die. How could you be so heartless ? 
joy,Country song been stuck in my head for about 6 hours! (: lol
fear,"The despairing , faithless , gaping , horrified wife looked down at her lover , and knew that he was dead . "
worry,@TDRFarmer Are you going to the game tonight? There is so much excitement today that I'm feeling left out. Have other plans
worry,My best friend is in vegas without me
worry,"@gtfo dreamwidth, a new journaling site that just went into open beta."
joy,I guess i'll always be mum's n dad's lil girl despite my character as Miss Independent.. &lt;3  #littlegirlinsideme
joy,Just remembered I have to make cookie brownies for self esteem class tomorrow. 
anger,teachers love to pile on the homework right before Christmas break dont they 
worry,@createtomorrow good morning! Got to be afternoon in Germany
joy, I can't agree more . 
worry,All I want is to see him tonight.  and I know it's not gonna happen.
sadness, Sorry . It is the smallest size we have . 
worry,"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined"
worry,@lid86 he already got a shot at having his own show and didn't prove himself
anger,"I wanted to go to Bhopal for relief work (gas tragedy).  My boss simply refused to let me go, I was so angry that the only thought that came to my mind was to quit the job."
sadness,Wren 's grief-stricken mother gives all her daughter 's possessions to Luna . 
joy,"☼♥∗H::A::P::P::Y::✽::ŦŔÏÐΛÝ! ✽♥✽ӇЄԼԼ☼  ฿ƐƝU I Hope you Have a Wonderful Day, Receive   &amp; #love•*¨*✽♥∗ღƪ(ˆ◡ˆ)ʃ ☼♥∗ @BabyBenu"
sadness,I want to go see breaking dawn but EVERYONE IN THE ENTIRE WORLD has already seen it. 
neutral, Around 3pm . 
anger,If i don't get the castle i'm  a starting a vigilante group 
anger,management = emotional repression
joy,Glad that class is over. Time for study hall and then a break and then more study hall then night class. 
joy," Wow sounds interesting ! Excuse me if I am being a bit nosy but , how old are you ? "
fear,Going to be a long long day in work. Also not looking forward to these photos from last night 
surprise,Didn't think I'd hear myself say this but I liked Tulisa &amp; Little Mix's duet best @TheXFactor 
anger,I won't insult your intelligence by suggesting that you really believe what you just said.& #FML
neutral," That ’ s without a doubt , the best idea you ’ Ve had ! Let ’ s do it ! "
worry,@katevoegele Why aren't you coming to Montreal?
sadness,What a sad ending for Donovan McNabb. #NFL
worry,@_juliamarie people just don't appreciate nature. it's sad. did the lil dude survive?
fear,"«@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less»"
sadness,My favorite barista quit when I was at school. It feels like a loved one died and I'm just now finding out  
anger,I hate taxes. Would've made a solid $80 today but instead made $67.  
fear,@AmazingRed1 Great seeing you wrestle live at last night. How's the back. Looked like your spine compacted a bit during that DR Driver
anger, Mom ! That is so unfair ! 
neutral, Why ? 
sadness," I know ... I know ... it's all my fault . I feel awful that I didn ’ t study , and I cheated , and I got caught . "
joy,When is ur strength the first thing them enemy will try to take is ur #Strength!
love,@NKOTBSummertime LMAO. Joey is mine  I cant wait to meet them in july!
surprise,There is a medium sized child creeping down the stairs right now who thinks I cant hear them! 
worry,@ahewitt Me too
neutral, Of course . 
joy,Starbucks in a little to work on project with friends 
anger,A wOmAn Worth SUm iz #EFFORT
surprise,"And now I'm just rollin' home, into my lover's arms  "
anger,"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon "
surprise,"Well got to say WHP manchester didn't disappoint , special weekend for the boyfriends birthday "
joy,So the Dr says I need to go back for a chat because I have a thyroid issue...quite unhappy about this. Can't sleep  :(
worry,i just want my car back.
joy, It's on 7th Street . 
joy," Sounds interesting , I haven't gone boating for some time now , and what time ? "
fear,"If you say your not scared of anything , it's a lie .. is in everyone .. But you have to fight it .. Because , beyond fear is #victory"
surprise,klein cadeautje inpakken met krantenpapier en dan cadeaupapier zodat het lijkt alsof het een groot cadeau is [: 
sadness,"I don't know why I even try studying for chemistry, it will always have the same result, the test will rape me "
fear,Big thanks to @JoeyRyanOnline for the picture. Made my night 
joy,"When I found out that a set task (i.e. 2 essays and a test), the thought of which had oppressed me, were not on the date I had thought."
worry,@LisaTalkingTots So sorry to hear your terrible news   Thinking of you all x
worry,I am down  I need my snuggles but he is at work and he don't like to snuggle  ironic huh...
neutral, OK . 
joy,"Wonderful Morning 2 U, Loves! When U talk 2 Jesus abt His Marvelousness, He fills u w/His glory! He's just that kind! this a.m. &lt;3&lt;3&lt;3"
anger,@KingsQueen10 Them $4 could have went to my flat screen!! Why u had to be hungry and get sumtn to eat?! 
anger,"So my phone memory was low for the last week or so...to compensate, it decided not to give me any email notifications the whole time "
love,"damnnn this day came to fast, but i cherished all the moment i had"
joy,Screwed up sleep schedule. 
surprise,Like the 15th time I've watch  and just found out that he shags that French bird #legend
love,bought three books!! yipee!!  now who's with me on that read-ten-books-during-the-summer thing?
sadness,I've just been a little depressed lately . 
fear,"Will Reseda riot after @NickJacksonYB &amp; I win, tomorrow?  "
worry,"@Paigex3 hah yeah, its that bad, not gonna lie. :o Have fun"
love,Cause these stupid people dont have my phone and my tummy herts
worry,@MissTinaYao yea. I was off today luv. I shudve told u.   anything exciting happen yet. And I saw u last night
sadness,Regrets not buying a raf fair isle this season 
worry,@ddlovato Yayyyyyyyyyyy!!!!! but thats sp far away!
joy,@tha_abster HOLY ANIMAL CRACKERS! Birthday stress pimples... 
joy,"Haven't slept for more than 3 hrs , home to knock out "
fear,"Whhhhy is Marky Mark so unbelievably sexy, even as a psycho. It makes me want him more than ever "
sadness, Silly me . 
love,heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good one  http://digg.com/u12MIW
surprise,First song of day I hear is levels how can I not be o town bound @matt_montross @Bobby_Peluso @Joeyk334 
fear,When my mother was robbed in a shop.
surprise,@timruger because im softer &amp; you snore sometimes (all the time)!:) i found the pictures btw...i will show them next time on skype!
fear,I was afraid of a certain examination although I was relatively well prepared.
anger, And his story didn't even hold together . I feel such an idiot . 
neutral, No problem . 
worry,my stomach is bleh!
anger,@myfishkevin aggressive political tweets stirring the pot in my twitter feed #takeitoutonthebenchpress? #haha
joy,"They seemed happy about my victory in Germany and most of them expected me to win more races last year . "" "
worry,"I wanna go home, but I can't cause the customers won't leave... And my boss won't let me leave either"
sadness,Some grandparents have the sadness of losing rather than gaining grandchildren . 
love,In a really Good mood for absolutely no reason  tee her
neutral, OK . 
surprise,Had a dream about dryer sheets. Woke up clenching a dryer sheet. Must have left it in my pillowcase  
joy,Just got off the phone with my mom and Desi for the last time. The next time I hear their voices-it'll be in person! 
sadness,When the man I loved decided to leave me forever.
anger,"When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry."
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays.
surprise,@AMPooterson you are never gonna guess what shirt I'm wearing tomorrow #somethingnew
joy,"Eating biscuits and drinking Milo (Chocolate energy drink made with milk and usually drunk warm) with my friend at College. We get on really well, don't withold any feelings about each other's friends and are pretty good at cheering each other up when we are homesick."
anger,"There was one teacher who used to get so mad that she would throw slates around , with the whole class ducking out of the way . "
love,"@NiickJonas you are too, must be very nice city, you should have more girls to their feet!"
joy,Time to relax with The Chronicles of Narnia 
love,@yargman i havent seen you all week
worry,"@JekNexus Oooommmmggg, you probs will, too busy to slay properly for a while  Hopefully I'll stay ahead doing 1 task a week!"
joy,Deeply Inspiring! RT @CNN: RT @CNNHeroes: “@elizadushku: Forgot to bring tissues to  tonight!  #service #heroes”
sadness,"The that was filling this #building from her, from his #death will linger here well after we leave. #Someone will feel it one day."
fear,"can B a healthy early warning system if it keeps us out of danger,but its important not 2 let our life B ruled by fear"
joy,gonna get my Canon Rebel T3 on Black Friday!! 
fear,"The children of Israel remained in the desert for 40 years, because they wouldn't trust God.  What is doing to your future?"
worry,"By @nikhilbhaskaran Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more"
joy,Going to a concert.
anger, They sure did . 
sadness,hoy comprobé que cuando se esta en la oscuridad hasta la misma sombra lo abandona a uno... 
joy,Look at the beauty and perfection of Nature. Everything in Nature is so joyful - Amma 
surprise,Wat een vertrouwen. Ik kom thuis en er staat al een emmer naast mijn bed.. 
worry,@ecnmst I'm doing all of Russia today! Because I'm cracking on with Economics tommorow  I'm retaking aswell :/
worry,http://bit.ly/ZGuQP  What would happen if the Bees died?
anger,I was very angry one day when my husband ignored me and slept      on a separate bed.  He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing.
worry,misses @laurencarll so much
anger,When my partner was attacked and lost three teeth.
surprise,Gonna look right now  RT @mbaileythecool: @ItsMsMurder Akon comes with changeable bar colors. Look in the box !!!
fear, You are being watched ! Be careful Dan ! Be careful ! 
joy,"Set your intentions,do it now:) adjust ur mindset accordingly &amp;check your ego at the door.Monday is here, its all yours.  "
joy,"I thought today would be a dull day, but then - happily - all of Europe's banks exploded (a little). "
sadness,"Scorning the establishment , they left homes and heartbroken parents . "
worry,my PC just died... again. now i have to find a firewire to save all those photos i havent backed up to the mac yet
sadness,When my dog died.  I had reared it for nearly three years.  It had been ill for several days and had not eaten anything.  One morning I found it dead.
fear,When I was told that the form five results were out.
anger,"&quot;Rend your heart &amp; not your garments. Return to the LORD your God,4 He is gracious &amp; compassionate...slow2 &amp;abounding in love.&quot; Joel2"
love,Lying in bed with my most favorit girl in the world. happy mommys day to me.
sadness,The same as for SHAME and DISGUST. I was asked to resign my sorority which I did because I was ashamed.
sadness,Not playing Skyward Sword today. 
anger,"If she did n't know him better , she would have said he was cross with her . "
joy,I got the one person I've no idea what to buy for in form secret santa. 
anger,"At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price.  After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied.  The assistant said \You will have to get it another time.\"""""
fear,Loneliness. It can cause a bad effect-- when we least expect it and have the lowest tolerance for it. I only want it when I'm reading. 
joy, need a lil uplifting word to start off your check out my account. The theme this morning 
worry,@jgreco4 Outlook not so good
fear,"Or was it just fear that paralysed her , like a frightened rabbit ? "
fear,"In this he resembled Bonamy Dobre at Leeds , who reacted with the utmost dismay when his pet student , Robin Skelton , announced his engagement to a fellow-student . "
worry,Time to get purrtty. *wink*
surprise,"Like @TracksDj said, we confirm y'all that something huge is coming, stay online this month if u don't wanna miss it "
anger, I ask you to pass through life at my side-to be my second self and best earthly companion . 
joy,i FIND happiness in the simplest of things 
neutral, Yeah ! 
neutral, My parents . 
worry,"i thought follow friday was about gaining new friends, not losing them."
neutral," There's nothing definite I think . I don't have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have radar helping me spot new friends . "
anger,Having my personal objects rearranged by someone else without my consent and having it arranged to their taste. Then trying to find a particular object they rearranged for an hour or more.
sadness,@Lexie_Lawhon @caroline_heavey @nikimerkle bad news guys:( i cant go annymore! i have to pic up my sis from the airport:( sorry!:(
worry,@SoundBwoyFast Gloomy as ever. I wanted to hit the beach too.  might as well get like you and handle my errands too lol
sadness,@R_Holley3 I just finished off my birthday cake ice cream 
joy,I get much more joy out of gift giving than receiving 
sadness,"Through some unexplained process , magnetic fields produced by the electric currents flowing in the cables seem to induce , say the depressives , the darkest feelings of gloom and despondency . "
anger,Losing people everyday and I'm sick of cryin nd bein sad is the next emotion
joy,Back in the blessed land of ephraim 
love,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
surprise,"Haren fohnen en dan naar anna, heb er zin in! "
worry,"Well, my dog still isn't at the shelter. I hope someone good has him"
neutral, 3 days . 
sadness,"To some extent , adults can choose of their own free will whether to deal with their grief or not . "
sadness,@liz_perry7 i miss you lizski! we also need to hang out because i haven't seen you since camp 
love,@retrorewind PLS! Play Journey Don't stop believin' By Journey for @Etown_Jenn  THANKS!!
joy,Listening to everything by lifehouse makes me incredibly happy 
surprise,I came home from a long day of work to the sweetest thing ever :) 
joy, I know what you mean . I could use a vacation myself . 
love,@cacsb911 thank you cici  right back at ya!
sadness,"The end is near for Hoopty. We've had good times, but I might need to put him down soon.  "
love,@Lauratheexpat very very cute  and fun to watch.
sadness,"McColgan , slumped in deep dejection , said afterwards : ` It was just a bad race on my part . "
neutral," No , this is a focus-free camera . All you have to do is point and press the button . "
fear,"Life is short, live it.  is rare, grab it. Anger is bad, dump it. is awful, face it. #Memories are sweet, cherish them."
worry,"@thatlass yeah, it's gonna be rubbish!"
worry,I'm frightened that zombies are going to attack me.  i don't like scary movies.
neutral, I do.We haven't watered them for quite a few days . 
joy,"His excitement at the prospect of exploiting that potential is palpable , though he has no illusions about current difficulties . "
fear,I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.
surprise,I just want a puppy. Preferably a black lab or a golden retriever.   
sadness,When I was told that my uncle had passed away.
worry,"can't find Skins on the stacks, @milosundae  90210/The Hills? wdyt?"
sadness,Wa nakapasar akong neighbor sa civil engineering exam :( 
fear,"Every time I walk down the steps outside of the Union, I'm terrified I'm going to fall down them &amp; chip a tooth "
joy,"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . "
joy,“@Parris_Larkin Studying for history exam all day. #wasteofagoodnapday #nooneneedshistorytobeatrophywife”
love,"@iamoph i just want you to know, im still here for you. whover,whatever makes you happy, thats all i want for my sister"
joy, has been poured.  music is playing in the background. Tree trimming begins.    #blessings
sadness,Athelstan rubbed his mouth with his thumb and gazed directly at Cranston 's sorrowful face . 
joy,Thank you Lord for helping me find in life. Thank you for opening my eyes so I can see your transformation on others lives. #blessed
anger,sometimes when i think bout you i want to beat the shit out of your face so everyone can see how ugly you are inside and out 
worry,"Being unable to have booze on a Friday, indeed the entire weekend, actually hurts"
fear,"@BunnyWILD MDRRR MOI AUSSI. En plus comme j'ai des enceinte, j'avais mis le volume à fond OMAGAD. "
worry,"@Dani___ okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not."
joy,river city construction laborer for the day 
fear,"I like this :-)) “@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less"
sadness,Been up all night.. I dozed off once n woke up n thought it all was a dream. But then I realized he was really gone 
anger,I thought that this is my last appointment but it turns out that I might go through that nerves shit with another tooth   
fear,"Being involved in a car accident and having my thumb caught in the glove compartment. My sister and I had a Fear of finally telling my parents, since my sister was the driver."
worry,@FlyAArmy Yep- same here. I have to be in the mood 4 it.
surprise,@Savannahh_Lynnn love you too rest up cuz i have a for you tonight
joy,"Headed to the wedding for pictures!!:) ha always take pics when I get around my family, today we get to have a double dose of pics! ha"
surprise,Wij zijn los. 14 man zoeken een plekje in het huis om te gaan knutselen. #sint
sadness,Back in Bombay and back to twitter already :( @NH7 ended too soon 
fear,"@MattJackson13 If Reseda riots, Legion Larry will straighten us all out  "
joy,@TheBodyShopUK my family snuggled under throws with the fire on a good film and a nice burner sending a lush sent into the room 
fear,"@richardbranson clouds ur judgement in both #personal &amp; #business matters, confront it &amp; don't avoid it"
worry,Guess not today
worry,Is in serious pain.
surprise,"Okee, ik ben normaal geen knutselkoning, maar dit word best vet "
joy,Just gave one of my kids his firm to shop with a cop for Christmas. He was so excited! #iamblessed
worry,We will be changing our name again  Please stay tuned and follow our new page once Ophelia barks up a new name for http://dog-wuh.com thx!
joy,Being kicked out of my room right now..guess I'm staying in my basement for the week 
worry,so sad about Mike Tyson's daughter.
sadness,@chadkello Dude... I thought you were going to call me! 
fear,Just walked past a Asian girl and she grabs her BF's arm. Now I know all races even my own are afraid of me. #boss #scandalous
fear,Walking along with a dog barking at you and following you.
joy,@TheBodyShopUK to me is wrapping all of my babies Christmas presents as its his 1st Christmas this year. SO excited x
love,"@YoScottie Btw, I smile everytime I see ur smiling face on ur profile here. &quot;Grins&quot;  Damn ur cute."
joy,"tomorrow morning, zumba class...let´s dance to tha music "
anger,"Laura 's normally full , warm lips tightened with annoyance . "
joy,On the third train of the morning already with a 3 15am start to lilleshall. Racking up the train miles today with @Adam_Auckland 
surprise,just found out my aunt from arizona is here and coming to our thanksgiving lunch!  :')
sadness,I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m. 
worry,@Lbaje i got talent too  u nvr hear me sing or dance them does call me Mini Breezy
worry,Is responding to an email.
joy,"Fever, sore throat, blocked sinuses. "
joy,"My only day off, &amp; I'm busy busy busy with cleaning, laundry &amp; HW. "
surprise,Just put a tattoo on my butt 
